Price,Number of Bedrooms,WC,Latitude,Longitude,Agency,Property Type,Transaction Type,Status,Zone,Parish,County,Region,Number of Rooms,Typology,Floor area sq meter,Land area sq meter,Energy certification,vista,renovado,renovação,parqueamento,garagem,obras,remodelado,remodelação,com elevador,box,arrenda,arrendamento,inquilin,financiamento,logradouro,R/C
430000,2.0,1.0,38.76787,-9.093761,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Parque das Nações - Expo Sul,Parque das Nações,Lisboa,Lisboa,3.0,2,85,0.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182500,0.0,1.0,38.76787,-9.093761,ERA Expo / Portela - M3F - Med. Imob. Lda - AMI 4697                ,Loja,Venda,Usado,Parque das Nações - Expo Norte,Parque das Nações,Lisboa,Lisboa,0.0,0,64,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315000,2.0,1.0,38.705430649805,-9.179259538640961,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Alto Sto Amaro,Alcântara,Lisboa,Lisboa,0.0,2,73,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350000,3.0,2.0,38.7058743895297,-9.19932246199107,"ERA Belém / Restelo - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Duplex,Venda,Usado,N/D,Ajuda,Lisboa,Lisboa,4.0,0,71,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395000,3.0,2.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Duplex,Venda,Construção,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,4.0,0,81,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350000,3.0,1.0,38.7410926,-9.1471513,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Apartamento,Venda,Usado,Avenidas Novas,Avenidas Novas,Lisboa,Lisboa,4.0,3,90,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249000,0.0,1.0,38.7206333,-9.1418613,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Escritório,Venda,Usado,Campo Mártires Pátria,Santo António,Lisboa,Lisboa,0.0,0,135,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191000,2.0,1.0,38.7058743895297,-9.19932246199107,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Ajuda,Ajuda,Lisboa,Lisboa,0.0,2,58,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550000,3.0,3.0,38.6976537,-9.2045445,"ERA Belém / Restelo - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Novo,Belém,Belém,Lisboa,Lisboa,4.0,3,98,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120000,0.0,1.0,38.7263671412,-9.1636276245,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Loja,Venda,Usado,Campolide,Campolide,Lisboa,Lisboa,0.0,0,0,17.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,1.0,1.0,38.7263671412,-9.1636276245,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Campolide,Campolide,Lisboa,Lisboa,2.0,1,36,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0.0,1.0,38.76787,-9.093761,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Loja,Venda,Usado,Parque das Nações,Parque das Nações,Lisboa,Lisboa,0.0,0,190,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495000,6.0,1.0,38.705430649805,-9.179259538640961,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Alcântara,Alcântara,Lisboa,Lisboa,0.0,6,150,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299000,4.0,2.0,38.7418332673775,-9.10697937005432,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Marvila,Marvila,Lisboa,Lisboa,5.0,4,155,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265000,3.0,2.0,38.72233189999999,-9.1326749,"ERA Alameda / Av. Roma - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Alameda D. Afonso Henriques,Arroios,Lisboa,Lisboa,5.0,3,73,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
510000,1.0,2.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Novo,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,2.0,1,82,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000,1.0,1.0,38.7418332673775,-9.10697937005432,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Marvila,Marvila,Lisboa,Lisboa,2.0,1,50,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195000,1.0,1.0,38.6976537,-9.2045445,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Novo,Belém,Belém,Lisboa,Lisboa,0.0,1,35,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,2.0,1.0,38.705430649805,-9.179259538640961,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Alto Sto Amaro,Alcântara,Lisboa,Lisboa,0.0,2,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,0.0,1.0,38.72233189999999,-9.1326749,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Apartamento,Venda,Novo,Martim Moniz,Arroios,Lisboa,Lisboa,0.0,0,32,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,3.0,1.0,38.7418332673775,-9.10697937005432,"ERA Alvalade / Campo Grande - Próxima Casa S.M.I. , Lda - AMI 6626                ",Apartamento,Venda,Usado,Marvila,Marvila,Lisboa,Lisboa,3.0,3,85,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165000,2.0,1.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,São Vicente Fora,São Vicente,Lisboa,Lisboa,3.0,2,67,71.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475000,3.0,2.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Duplex,Venda,Novo,São Vicente Fora,São Vicente,Lisboa,Lisboa,4.0,0,40,40.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225000,3.0,2.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,São Vicente Fora,São Vicente,Lisboa,Lisboa,4.0,3,48,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345000,2.0,1.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,Socorro,Santa Maria Maior,Lisboa,Lisboa,3.0,2,63,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,3.0,2,61,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
340000,1.0,1.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,3.0,1,63,0.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
325000,0.0,0.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Loja,"Venda, Arrendamento",Usado,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,0.0,0,126,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175000,2.0,1.0,38.7260490796279,-9.11273002616667,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Olaias,Beato,Lisboa,Lisboa,3.0,2,50,261.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330000,2.0,2.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Graça,São Vicente,Lisboa,Lisboa,3.0,2,54,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,0.0,1.0,38.7260490796279,-9.11273002616667,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Loja,Venda,Usado,Olaias,Beato,Lisboa,Lisboa,2.0,0,27,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,3.0,2,57,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275000,1.0,1.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Alfama,Santa Maria Maior,Lisboa,Lisboa,2.0,1,53,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205000,2.0,1.0,38.7498662969833,-9.17392730711595,"ERA Laranjeiras - Real Directo - S.M.I., Lda - AMI 3402                ",Apartamento,Venda,Usado,Estr. Benfica - Laranjeiras,São Domingos de Benfica,Lisboa,Lisboa,3.0,2,65,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
540000,3.0,3.0,38.760509574310795,-9.18367662275386,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Apartamento,Venda,Usado,Telheiras,Carnide,Lisboa,Lisboa,4.0,3,114,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269000,2.0,1.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,São Vicente Fora,São Vicente,Lisboa,Lisboa,2.0,2,78,0.0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,Penha França,Penha de França,Lisboa,Lisboa,2.0,2,37,48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,Penha França,Penha de França,Lisboa,Lisboa,2.0,2,37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,Penha França,Penha de França,Lisboa,Lisboa,2.0,2,52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
535000,3.0,2.0,38.76787,-9.093761,"ERA Alvalade / Campo Grande - Próxima Casa S.M.I. , Lda - AMI 6626                ",Apartamento,Venda,Usado,Av. Roma/Av. E.U.A.,Alvalade,Lisboa,Lisboa,4.0,3,120,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,1.0,1.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,São Vicente Fora,São Vicente,Lisboa,Lisboa,1.0,1,55,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
255000,1.0,1.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Alfama,Santa Maria Maior,Lisboa,Lisboa,2.0,1,48,0.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
265000,3.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,4.0,3,93,101.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195000,3.0,1.0,38.7260490796279,-9.11273002616667,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Olaias,Beato,Lisboa,Lisboa,4.0,3,53,274.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,Penha França,Penha de França,Lisboa,Lisboa,3.0,2,63,0.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,1.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,3.0,1,57,283.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
220000,1.0,1.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Usado,Penha de França,Penha de França,Lisboa,Lisboa,2.0,1,45,0.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,5.0,2.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Duplex,Venda,Usado,Alfama,Santa Maria Maior,Lisboa,Lisboa,0.0,0,76,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590000,4.0,2.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Usado,N/D,Penha de França,Lisboa,Lisboa,5.0,4,135,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
160000,0.0,0.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Loja,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,0.0,0,74,201.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Usado,N/D,Penha de França,Lisboa,Lisboa,3.0,2,83,0.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
269000,2.0,2.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Duplex,Venda,Usado,Penha de França,Penha de França,Lisboa,Lisboa,3.0,0,70,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,3.0,2,52,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205000,1.0,1.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Alfama,São Vicente,Lisboa,Lisboa,0.0,1,45,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580000,2.0,2.0,38.7410926,-9.1471513,"ERA Alvalade / Campo Grande - Próxima Casa S.M.I. , Lda - AMI 6626                ",Apartamento,Venda,Usado,Avenidas Novas,Avenidas Novas,Lisboa,Lisboa,3.0,2,106,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255000,0.0,0.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,N/D,Santa Maria Maior,Lisboa,Lisboa,2.0,0,40,36.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,1.0,1.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Alfama,Santa Maria Maior,Lisboa,Lisboa,2.0,1,40,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350000,1.0,1.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Alfama,São Vicente,Lisboa,Lisboa,1.0,1,41,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335000,4.0,0.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,N/D,São Vicente,Lisboa,Lisboa,5.0,4,94,104.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259000,2.0,1.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,São Vicente Fora,São Vicente,Lisboa,Lisboa,0.0,2,70,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
200000,0.0,0.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,N/D,São Vicente,Lisboa,Lisboa,3.0,0,63,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205000,1.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,0.0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345000,0.0,0.0,38.7195503,-9.129236099999998,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,N/D,São Vicente,Lisboa,Lisboa,4.0,0,68,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,3.0,2,50,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
377000,0.0,0.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Loja,Venda,Usado,N/D,Penha de França,Lisboa,Lisboa,0.0,0,55,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600000,3.0,2.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Alfama,Santa Maria Maior,Lisboa,Lisboa,0.0,3,88,93.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255000,3.0,2.0,38.72233189999999,-9.1326749,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Usado,N/D,Arroios,Lisboa,Lisboa,4.0,3,90,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195000,1.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Novo,Penha França,Penha de França,Lisboa,Lisboa,2.0,1,38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,0.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Loja,Venda,Usado,N/D,Penha de França,Lisboa,Lisboa,0.0,0,41,50.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362000,5.0,1.0,38.7259997649259,-9.122756147384619,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Penha França,Penha de França,Lisboa,Lisboa,0.0,5,63,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495000,2.0,1.0,38.71135220000001,-9.1361634,"ERA Graça / Castelo - Turma Dinâmica, Mediação Imobiliária, Lda - AMI 15842               ",Apartamento,Venda,Usado,Alfama,Santa Maria Maior,Lisboa,Lisboa,3.0,2,68,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,0.0,1.0,38.72233189999999,-9.1326749,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Armazém,Venda,Usado,Arroios,Arroios,Lisboa,Lisboa,0.0,0,200,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,2.0,1.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Usado,Penha de França,Penha de França,Lisboa,Lisboa,3.0,2,55,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,2.0,1.0,38.7195503,-9.129236099999998,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Construção,N/D,São Vicente,Lisboa,Lisboa,3.0,2,55,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,2.0,1.0,38.7195503,-9.129236099999998,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Construção,Graça,São Vicente,Lisboa,Lisboa,3.0,2,62,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450000,3.0,2.0,38.72233189999999,-9.1326749,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Apartamento,Venda,Usado,Arroios,Arroios,Lisboa,Lisboa,4.0,3,100,0.0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
390000,3.0,2.0,38.72233189999999,-9.1326749,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Apartamento,Venda,Usado,Arroios,Arroios,Lisboa,Lisboa,4.0,3,102,0.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
320000,2.0,1.0,38.7195503,-9.129236099999998,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Construção,Graça,São Vicente,Lisboa,Lisboa,3.0,2,54,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325000,2.0,1.0,38.7195503,-9.129236099999998,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Construção,N/D,São Vicente,Lisboa,Lisboa,3.0,2,69,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270000,1.0,1.0,38.7195503,-9.129236099999998,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Construção,N/D,São Vicente,Lisboa,Lisboa,3.0,1,57,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312500,2.0,1.0,38.7195503,-9.129236099999998,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Construção,Graça,São Vicente,Lisboa,Lisboa,3.0,2,75,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239000,3.0,2.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Usado,N/D,Penha de França,Lisboa,Lisboa,4.0,3,70,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
315000,2.0,0.0,38.7259997649259,-9.122756147384619,"ERA Almirante Reis - AJ2ZI, REAL ESTATE - SOCIEDADE DE MEDIAÇÃO IMOBILIÁRIA, LDA - AMI 15815               ",Apartamento,Venda,Novo,Penha de França,Penha de França,Lisboa,Lisboa,3.0,2,78,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157000,2.0,1.0,38.7418332673775,-9.10697937005432,"ERA Alvalade / Campo Grande - Próxima Casa S.M.I. , Lda - AMI 6626                ",Apartamento,Venda,Usado,Marvila,Marvila,Lisboa,Lisboa,3.0,2,60,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
